,ClusterId,precision,recall,f1-score,support,color
0,0,0.967741935483871,1.0,0.9836065573770492,60.0,gray
1,1,0.9874301675977654,0.9819444444444444,0.9846796657381616,720.0,gray
2,2,0.9725130890052356,0.9906666666666667,0.9815059445178336,750.0,gray
3,3,0.9323467230443975,0.98,0.9555796316359696,450.0,gray
4,4,0.9788838612368024,0.9833333333333333,0.9811035525321239,660.0,gray
5,5,0.9400921658986175,0.9714285714285714,0.955503512880562,630.0,gray
6,6,1.0,0.8333333333333334,0.9090909090909091,150.0,gray
7,7,0.9626373626373627,0.9733333333333334,0.9679558011049724,450.0,gray
8,8,0.9814385150812065,0.94,0.960272417707151,450.0,gray
9,9,0.952286282306163,0.9979166666666667,0.9745676500508647,480.0,gray
10,10,0.9984732824427481,0.990909090909091,0.9946768060836502,660.0,gray
11,11,0.9833333333333333,0.9833333333333333,0.9833333333333333,420.0,gray
12,12,0.98989898989899,0.9942028985507246,0.9920462762111353,690.0,gray
13,13,0.9944521497919556,0.9958333333333333,0.9951422623178348,720.0,gray
14,14,0.9962962962962963,0.9962962962962963,0.9962962962962963,270.0,gray
15,15,0.9719626168224299,0.9904761904761905,0.9811320754716981,210.0,gray
16,16,1.0,0.9933333333333333,0.9966555183946488,150.0,gray
17,17,0.9916434540389972,0.9888888888888889,0.9902642559109874,360.0,gray
18,18,0.952755905511811,0.9307692307692308,0.9416342412451363,390.0,gray
19,19,0.9836065573770492,1.0,0.9917355371900827,60.0,gray
20,20,0.8811881188118812,0.9888888888888889,0.9319371727748692,90.0,gray
21,21,0.9,1.0,0.9473684210526316,90.0,gray
22,22,1.0,0.9416666666666667,0.9699570815450643,120.0,gray
23,23,0.925,0.9866666666666667,0.9548387096774195,150.0,gray
24,24,1.0,0.9888888888888889,0.9944134078212291,90.0,gray
25,25,0.9536290322580645,0.9854166666666667,0.9692622950819674,480.0,gray
26,26,0.9671052631578947,0.8166666666666667,0.8855421686746988,180.0,gray
27,27,0.9433962264150944,0.8333333333333334,0.8849557522123894,60.0,gray
28,28,0.9675324675324676,0.9933333333333333,0.9802631578947368,150.0,gray
29,29,0.9368421052631579,0.9888888888888889,0.9621621621621621,90.0,gray
30,30,0.983739837398374,0.8066666666666666,0.8864468864468864,150.0,gray
31,31,0.9816176470588235,0.9888888888888889,0.9852398523985241,270.0,gray
32,32,1.0,0.9833333333333333,0.9915966386554621,60.0,gray
33,33,0.9952153110047847,0.9904761904761905,0.9928400954653939,210.0,gray
34,34,0.967479674796748,0.9916666666666667,0.9794238683127573,120.0,gray
35,35,0.9846153846153847,0.9846153846153847,0.9846153846153847,390.0,gray
36,36,0.9829059829059829,0.9583333333333334,0.970464135021097,120.0,gray
37,37,1.0,0.9833333333333333,0.9915966386554621,60.0,gray
38,38,0.9799139167862266,0.9898550724637681,0.9848594087959626,690.0,gray
39,39,1.0,1.0,1.0,90.0,gray
40,40,0.948051948051948,0.8111111111111111,0.874251497005988,90.0,gray
41,41,0.8723404255319149,0.6833333333333333,0.766355140186916,60.0,gray
42,42,0.9545454545454546,0.9333333333333333,0.9438202247191012,90.0,gray
0,0,0.9508196721311475,0.9666666666666667,0.9586776859504132,60.0,hsv
1,1,0.9859747545582047,0.9763888888888889,0.9811584089323098,720.0,hsv
2,2,0.9602053915275995,0.9973333333333333,0.9784172661870504,750.0,hsv
3,3,0.9600886917960089,0.9622222222222222,0.9611542730299667,450.0,hsv
4,4,0.990726429675425,0.9712121212121212,0.9808722264728386,660.0,hsv
5,5,0.9467084639498433,0.9587301587301588,0.9526813880126184,630.0,hsv
6,6,1.0,0.8733333333333333,0.9323843416370107,150.0,hsv
7,7,0.9518599562363238,0.9666666666666667,0.9592061742006616,450.0,hsv
8,8,0.9622222222222222,0.9622222222222222,0.9622222222222222,450.0,hsv
9,9,0.9855371900826446,0.99375,0.9896265560165977,480.0,hsv
10,10,0.9909502262443439,0.9954545454545455,0.9931972789115646,660.0,hsv
11,11,0.9563218390804598,0.9904761904761905,0.9730994152046784,420.0,hsv
12,12,0.9675141242937854,0.9927536231884058,0.9799713876967096,690.0,hsv
13,13,0.9903181189488244,0.9944444444444445,0.9923769923769924,720.0,hsv
14,14,1.0,0.9888888888888889,0.9944134078212291,270.0,hsv
15,15,0.9545454545454546,1.0,0.9767441860465117,210.0,hsv
16,16,0.9933333333333333,0.9933333333333333,0.9933333333333333,150.0,hsv
17,17,0.9752747252747253,0.9861111111111112,0.9806629834254144,360.0,hsv
18,18,0.9592875318066157,0.9666666666666667,0.9629629629629629,390.0,hsv
19,19,1.0,1.0,1.0,60.0,hsv
20,20,0.8811881188118812,0.9888888888888889,0.9319371727748692,90.0,hsv
21,21,0.9871794871794872,0.8555555555555555,0.9166666666666666,90.0,hsv
22,22,0.8793103448275862,0.85,0.864406779661017,120.0,hsv
23,23,0.9574468085106383,0.9,0.9278350515463918,150.0,hsv
24,24,1.0,0.9666666666666667,0.983050847457627,90.0,hsv
25,25,0.9363817097415507,0.98125,0.9582909460834181,480.0,hsv
26,26,0.9795918367346939,0.8,0.8807339449541285,180.0,hsv
27,27,0.9193548387096774,0.95,0.9344262295081968,60.0,hsv
28,28,0.9801324503311258,0.9866666666666667,0.983388704318937,150.0,hsv
29,29,1.0,0.9666666666666667,0.983050847457627,90.0,hsv
30,30,0.9624060150375939,0.8533333333333334,0.9045936395759717,150.0,hsv
31,31,0.9121621621621622,1.0,0.9540636042402826,270.0,hsv
32,32,0.9523809523809523,1.0,0.975609756097561,60.0,hsv
33,33,0.9855769230769231,0.9761904761904762,0.9808612440191389,210.0,hsv
34,34,0.9147286821705426,0.9833333333333333,0.9477911646586346,120.0,hsv
35,35,0.9894179894179894,0.958974358974359,0.9739583333333334,390.0,hsv
36,36,0.9814814814814815,0.8833333333333333,0.9298245614035088,120.0,hsv
37,37,1.0,0.95,0.9743589743589743,60.0,hsv
38,38,0.985207100591716,0.9652173913043478,0.9751098096632504,690.0,hsv
39,39,0.989010989010989,1.0,0.994475138121547,90.0,hsv
40,40,0.9358974358974359,0.8111111111111111,0.8690476190476191,90.0,hsv
41,41,0.835820895522388,0.9333333333333333,0.8818897637795275,60.0,hsv
42,42,1.0,0.8777777777777778,0.9349112426035503,90.0,hsv
0,0,1.0,0.9333333333333333,0.9655172413793104,60.0,yuv
1,1,0.9414893617021277,0.9833333333333333,0.9619565217391305,720.0,yuv
2,2,0.9845288326300985,0.9333333333333333,0.9582477754962355,750.0,yuv
3,3,0.8588007736943907,0.9866666666666667,0.9183040330920372,450.0,yuv
4,4,0.968421052631579,0.9757575757575757,0.9720754716981131,660.0,yuv
5,5,0.9399075500770416,0.9682539682539683,0.9538702111024239,630.0,yuv
6,6,1.0,0.8266666666666667,0.9051094890510949,150.0,yuv
7,7,0.9953810623556582,0.9577777777777777,0.9762174405436013,450.0,yuv
8,8,0.9616252821670429,0.9466666666666667,0.9540873460246361,450.0,yuv
9,9,0.9580838323353293,1.0,0.9785932721712538,480.0,yuv
10,10,0.9984779299847792,0.9939393939393939,0.9962034927866362,660.0,yuv
11,11,0.9714285714285714,0.9714285714285714,0.9714285714285714,420.0,yuv
12,12,0.9911373707533235,0.972463768115942,0.9817117776152159,690.0,yuv
13,13,0.9971949509116409,0.9875,0.9923237962316818,720.0,yuv
14,14,0.996309963099631,1.0,0.9981515711645101,270.0,yuv
15,15,0.9333333333333333,1.0,0.9655172413793104,210.0,yuv
16,16,0.993006993006993,0.9466666666666667,0.969283276450512,150.0,yuv
17,17,1.0,0.9138888888888889,0.9550072568940494,360.0,yuv
18,18,0.964735516372796,0.982051282051282,0.9733163913595935,390.0,yuv
19,19,0.8823529411764706,1.0,0.9375,60.0,yuv
20,20,0.9468085106382979,0.9888888888888889,0.9673913043478262,90.0,yuv
21,21,0.9743589743589743,0.8444444444444444,0.9047619047619048,90.0,yuv
22,22,0.9133858267716536,0.9666666666666667,0.9392712550607287,120.0,yuv
23,23,0.9866666666666667,0.9866666666666667,0.9866666666666668,150.0,yuv
24,24,1.0,0.9555555555555556,0.9772727272727273,90.0,yuv
25,25,0.9421157684630739,0.9833333333333333,0.9622833843017328,480.0,yuv
26,26,0.9931972789115646,0.8111111111111111,0.8929663608562691,180.0,yuv
27,27,0.9787234042553191,0.7666666666666667,0.8598130841121495,60.0,yuv
28,28,0.9930555555555556,0.9533333333333334,0.9727891156462586,150.0,yuv
29,29,0.9782608695652174,1.0,0.989010989010989,90.0,yuv
30,30,0.9923076923076923,0.86,0.9214285714285715,150.0,yuv
31,31,0.9473684210526315,1.0,0.972972972972973,270.0,yuv
32,32,0.8333333333333334,1.0,0.9090909090909091,60.0,yuv
33,33,0.985781990521327,0.9904761904761905,0.98812351543943,210.0,yuv
34,34,0.9916666666666667,0.9916666666666667,0.9916666666666667,120.0,yuv
35,35,0.982367758186398,1.0,0.9911054637865311,390.0,yuv
36,36,0.9743589743589743,0.95,0.9620253164556962,120.0,yuv
37,37,0.9836065573770492,1.0,0.9917355371900827,60.0,yuv
38,38,0.9809941520467836,0.972463768115942,0.9767103347889373,690.0,yuv
39,39,0.967032967032967,0.9777777777777777,0.9723756906077348,90.0,yuv
40,40,0.9468085106382979,0.9888888888888889,0.9673913043478262,90.0,yuv
41,41,0.8771929824561403,0.8333333333333334,0.8547008547008548,60.0,yuv
42,42,0.8936170212765957,0.9333333333333333,0.9130434782608695,90.0,yuv
0,0,0.9661016949152542,0.95,0.957983193277311,60.0,yiq
1,1,0.9137709137709138,0.9861111111111112,0.9485637942551771,720.0,yiq
2,2,0.9621409921671018,0.9826666666666667,0.9722955145118735,750.0,yiq
3,3,0.9731543624161074,0.9666666666666667,0.9698996655518394,450.0,yiq
4,4,0.9952755905511811,0.9575757575757575,0.976061776061776,660.0,yiq
5,5,0.9836065573770492,0.9523809523809523,0.9677419354838709,630.0,yiq
6,6,1.0,0.84,0.9130434782608696,150.0,yiq
7,7,0.9543478260869566,0.9755555555555555,0.9648351648351647,450.0,yiq
8,8,0.9779735682819384,0.9866666666666667,0.9823008849557522,450.0,yiq
9,9,0.9835051546391752,0.99375,0.9886010362694301,480.0,yiq
10,10,0.9849624060150376,0.9924242424242424,0.9886792452830188,660.0,yiq
11,11,0.9104803493449781,0.9928571428571429,0.9498861047835991,420.0,yiq
12,12,0.9970717423133236,0.9869565217391304,0.9919883466860888,690.0,yiq
13,13,0.9958448753462604,0.9986111111111111,0.9972260748959777,720.0,yiq
14,14,1.0,0.9962962962962963,0.9981447124304267,270.0,yiq
15,15,0.9812206572769953,0.9952380952380953,0.9881796690307328,210.0,yiq
16,16,0.9932885906040269,0.9866666666666667,0.9899665551839465,150.0,yiq
17,17,0.9944598337950139,0.9972222222222222,0.9958391123439668,360.0,yiq
18,18,1.0,0.8564102564102564,0.9226519337016573,390.0,yiq
19,19,0.8450704225352113,1.0,0.916030534351145,60.0,yiq
20,20,0.7739130434782608,0.9888888888888889,0.8682926829268293,90.0,yiq
21,21,0.9722222222222222,0.7777777777777778,0.8641975308641976,90.0,yiq
22,22,0.9741379310344828,0.9416666666666667,0.9576271186440678,120.0,yiq
23,23,0.8771929824561403,1.0,0.9345794392523363,150.0,yiq
24,24,0.9775280898876404,0.9666666666666667,0.9720670391061451,90.0,yiq
25,25,0.9387755102040817,0.9583333333333334,0.9484536082474228,480.0,yiq
26,26,0.9146341463414634,0.8333333333333334,0.872093023255814,180.0,yiq
27,27,0.7608695652173914,0.5833333333333334,0.6603773584905662,60.0,yiq
28,28,0.954248366013072,0.9733333333333334,0.9636963696369638,150.0,yiq
29,29,1.0,0.9666666666666667,0.983050847457627,90.0,yiq
30,30,1.0,0.7333333333333333,0.846153846153846,150.0,yiq
31,31,0.9572953736654805,0.9962962962962963,0.9764065335753176,270.0,yiq
32,32,1.0,1.0,1.0,60.0,yiq
33,33,0.9952380952380953,0.9952380952380953,0.9952380952380953,210.0,yiq
34,34,0.9916666666666667,0.9916666666666667,0.9916666666666667,120.0,yiq
35,35,0.9948453608247423,0.9897435897435898,0.9922879177377892,390.0,yiq
36,36,0.9745762711864406,0.9583333333333334,0.9663865546218487,120.0,yiq
37,37,1.0,0.9833333333333333,0.9915966386554621,60.0,yiq
38,38,0.9826338639652678,0.9840579710144928,0.9833454018826938,690.0,yiq
39,39,0.9888888888888889,0.9888888888888889,0.9888888888888889,90.0,yiq
40,40,0.90625,0.9666666666666667,0.9354838709677419,90.0,yiq
41,41,0.9016393442622951,0.9166666666666666,0.9090909090909091,60.0,yiq
42,42,0.898989898989899,0.9888888888888889,0.9417989417989419,90.0,yiq
